punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,m1Focus,m2Focus
near,1,pun,-55.535657869,-46.7526460314,10.997211058,-1.571658609,0.689288560278,0.310711439722,0.619668718438,1.16678539285,5.5544390704,lion;circus,lion;driver
near,2,pun,-43.5410914618,-36.8942318182,13.643796321,0.56056068,0.980470563187,0.0195294368127,0.0962020732833,1.64071946137,6.82746136145,tooth;dentist;patient,tooth;tell;whole
near,3,pun,-78.3249571638,-79.1621982368,8.965244351,-2.719519203,0.999998581599,1.41840124283e-06,2.05185632971e-05,1.32290728221,6.59236572019,cilia,ridiculous
near,4,pun,-85.3526797864,-85.6582823787,14.587943037,-1.585082138,0.999999012086,9.87914010401e-07,1.46484626214e-05,1.54956115657,5.27598993294,heir;man;money;inherited;late;father,heir;man;extension
near,5,pun,-62.2048857285,-46.6540736469,15.720599158,0.066725839,0.475880780083,0.524119219917,0.691983255377,2.17550077051,7.68551903656,clothing;men's;wear;store,opening;times
near,6,pun,-67.3217083465,-51.2525975577,9.620862496,-0.462347243,1.85685856421e-05,0.999981431414,0.000220855315887,1.39634010169,6.75858618307,ambiance,paramedic;job;driver
near,7,pun,-65.0353676439,-57.4291345261,12.595708886,1.233796879,0.288028185525,0.711971814475,0.600376697051,1.24029643741,3.37876372105,perches;pet;bird,perches;store;necessary
near,8,pun,-29.6112328967,-17.6183908144,12.928209202,-0.269636849,0.00345233239361,0.996547667606,0.0230166208861,0.529377336056,4.25095374014,reword,reword
near,9,pun,-95.8203122502,-89.517292391,11.773158733,-3.487725668,0.972461273304,0.0275387266957,0.126079574573,1.91881549165,8.53200590744,math;algebra;class,weapon;disruption
near,10,pun,-80.989736925,-82.6614787208,13.102587659,0.562083968,0.999999978303,2.16965261945e-08,4.04555893531e-07,0.421203019909,2.12246887139,stealer;thief;stole,stealer;thief;stole
near,11,pun,-81.616577985,-72.6961657843,7.165153756,-4.402831094,0.739641273131,0.260358726869,0.573431799836,2.10100289942,9.18487174304,wicker;basket,pranked;hit;humor
near,12,pun,-40.3799605994,-35.1067942125,12.081307459,0.632018949,0.964180148069,0.035819851931,0.154423871055,0.81056197352,5.50162418099,spatial,spatial;lovable
near,13,pun,-58.5309494679,-50.0337436303,12.325217782,2.436828382,0.0132846517887,0.986715348211,0.0706009361911,1.09485268664,3.61187614147,whirled;turn,whirled;astronaut;turn;traveler
near,14,pun,-66.9119037234,-58.4252731824,10.341806423,-1.589901898,0.610483610978,0.389516389022,0.668531270129,1.87364410067,6.25225952384,caesars;brutus',caesars;cautioned;run
near,15,pun,-38.007127803,-36.9951054543,14.041556299,-1.000664578,0.999998684161,1.31583946831e-06,1.91336678408e-05,1.31834356494,6.49071293381,launch;astronauts,launch
