punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,m1Focus,m2Focus
near,1,pun,-55.535657869,-46.7526460314,11.997211058,-1.861346626,0.889582476419,0.110417523581,0.347387381287,1.30119450016,6.97901355307,lion;circus,driver
near,2,pun,-43.5410914618,-36.8942318182,14.643796321,0.558428204,0.992741104243,0.00725889575746,0.0429863771117,1.64180429774,7.3343899086,tooth;dentist;patient,tell;whole
near,3,pun,-78.3249571638,-79.1621982368,9.965244351,-2.656443979,0.999999444226,5.55773989335e-07,8.56053331536e-06,1.29089175633,6.88694068702,cilia,ridiculous
near,4,pun,-85.3526797864,-85.6582823787,15.587943037,-2.132293265,0.999999789731,2.10268505284e-07,3.44312163047e-06,1.78621253856,7.47526235485,heir;man;money;inherited;late;father,man;extension
near,5,pun,-62.2048857285,-46.6540736469,16.720599158,0.194343063,0.684780895465,0.315219104535,0.623213092839,2.10967722906,7.76929198029,clothing;men's;wear;store,opening;times
near,6,pun,-67.3217083465,-51.2525975577,10.620862496,-0.372967689,4.61577124896e-05,0.999953842288,0.000506969700091,1.35067144247,6.9672968399,ambiance,paramedic;job;driver
near,7,pun,-65.0353676439,-57.4291345261,13.595708886,-0.001859578,0.790952509592,0.209047490408,0.512691929006,1.67831875199,7.29150916324,perches;pet;bird,store;necessary
near,8,pun,-29.6112328967,-17.6183908144,13.928209202,-0.787863724,0.0155653528687,0.984434647131,0.0802375951659,0.755307941458,6.36600640859,reword,
near,9,pun,-95.8203122502,-89.517292391,12.773158733,-2.986738582,0.983097552309,0.0169024476906,0.0857257934275,1.63729145668,7.40660199551,math;algebra;class,weapon;disruption
near,10,pun,-80.989736925,-82.6614787208,14.102587659,-0.953130433,0.999999998246,1.75406821355e-09,3.71184129039e-08,0.915710957811,6.55879238745,stealer;thief;stole,thief;stole
near,11,pun,-81.616577985,-72.6961657843,8.165153756,-3.676340707,0.7887845505,0.2112154495,0.515562604403,1.67320673224,7.36055728627,wicker;basket,pranked;hit;humor
near,12,pun,-40.3799605994,-35.1067942125,13.081307459,0.478434478,0.988414643516,0.0115853564838,0.0631656594385,0.884427403157,6.49685356969,spatial,lovable
near,13,pun,-58.5309494679,-50.0337436303,13.325217782,1.39829877,0.0937025112077,0.906297488792,0.311021404496,1.48497214356,7.0946393523,whirled;turn,astronaut;turn;traveler
near,14,pun,-66.9119037234,-58.4252731824,11.341806423,-1.836602104,0.845017576293,0.154982423707,0.431255126725,1.98942440778,7.54244181954,caesars;brutus',cautioned;run
near,15,pun,-38.007127803,-36.9951054543,15.041556299,-1.030649186,0.999999530229,4.69771477297e-07,7.31482071342e-06,1.3332425924,7.08804180846,launch;astronauts,
near,16,pun,-43.380812384,-33.3705633348,15.088489566,0.613953528,0.825449288945,0.174550711055,0.463029073987,1.14189589599,6.75683092206,bloom;flower;show,flower;ribbon
